employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 1429,12.0,5.0,9.0,6.0,7.0,4.0,8.0,2.0,1,71.0,High
Employee 1430,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 1431,9.0,3.0,5.0,7.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 1432,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,42.0,Medium
Employee 1433,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 1434,8.0,2.0,5.0,7.0,4.0,2.0,3.0,5.0,0,39.0,Medium
Employee 1435,7.0,2.0,3.0,9.0,2.0,1.0,1.0,8.0,0,22.0,Low
Employee 1436,12.0,5.0,10.0,5.0,8.0,4.0,7.0,1.0,1,82.0,High
Employee 1437,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,68.0,High
Employee 1438,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,69.0,High
Employee 1439,9.0,3.0,3.0,9.0,2.0,2.0,4.0,8.0,0,20.0,Low
Employee 1440,9.0,3.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 1441,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,10.0,Low
Employee 1442,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 1443,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,48.0,Medium
Employee 1444,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 1445,10.0,2.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 1446,11.0,5.0,7.0,6.0,7.0,3.0,6.0,3.0,1,69.0,High
Employee 1447,14.0,7.0,9.0,6.0,8.0,4.0,9.0,2.0,1,83.0,High
Employee 1448,14.0,7.0,10.0,5.0,9.0,5.0,9.0,1.0,1,92.0,High
Employee 1449,13.0,6.0,9.0,5.0,8.0,4.0,8.0,2.0,1,77.0,High
Employee 1450,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,47.0,Medium
Employee 1451,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 1452,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,62.0,Medium
Employee 1453,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 1454,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 1455,8.0,2.0,3.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 1456,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,27.0,Low
Employee 1457,7.0,1.0,1.0,10.0,1.0,0.0,1.0,9.0,0,7.0,Low
Employee 1458,7.0,2.0,2.0,9.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 1459,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 1460,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,38.0,Medium
Employee 1461,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 1462,8.0,2.0,3.0,8.0,3.0,2.0,3.0,7.0,0,26.0,Low
Employee 1463,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,23.0,Low
Employee 1464,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 1465,12.0,5.0,7.0,6.0,7.0,4.0,8.0,3.0,1,70.0,High
Employee 1466,7.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,0,12.0,Low
Employee 1467,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,81.0,High
Employee 1468,10.0,3.0,7.0,7.0,6.0,3.0,5.0,4.0,1,62.0,Medium
Employee 1469,8.0,2.0,4.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 1470,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,66.0,High
Employee 1471,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,63.0,Medium
Employee 1472,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,66.0,High
Employee 1473,11.0,3.0,8.0,6.0,7.0,3.0,6.0,3.0,1,71.0,High
Employee 1474,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,61.0,Medium
Employee 1475,11.0,5.0,7.0,6.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 1476,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 1477,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,48.0,Medium
Employee 1478,12.0,5.0,9.0,6.0,8.0,4.0,8.0,2.0,1,81.0,High
Employee 1479,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 1480,12.0,5.0,8.0,6.0,7.0,4.0,8.0,2.0,1,72.0,High
Employee 1481,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,62.0,Medium
Employee 1482,11.0,3.0,8.0,6.0,7.0,4.0,6.0,2.0,1,71.0,High
Employee 1483,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 1484,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 1485,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,57.0,Medium
Employee 1486,8.0,2.0,5.0,8.0,4.0,2.0,2.0,6.0,0,38.0,Medium
Employee 1487,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 1488,12.0,6.0,9.0,6.0,7.0,4.0,7.0,2.0,1,71.0,High
Employee 1489,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,23.0,Low
Employee 1490,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,47.0,Medium
Employee 1491,10.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 1492,13.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,1,71.0,High
Employee 1493,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,60.0,Medium
Employee 1494,7.0,1.0,5.0,7.0,3.0,2.0,2.0,6.0,0,31.0,Low
Employee 1495,7.0,2.0,2.0,9.0,1.0,1.0,1.0,8.0,0,11.0,Low
Employee 1496,12.0,6.0,8.0,6.0,8.0,4.0,7.0,2.0,1,83.0,High
Employee 1497,14.0,6.0,8.0,6.0,7.0,4.0,9.0,2.0,1,72.0,High
Employee 1498,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,46.0,Medium
Employee 1499,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,39.0,Medium
Employee 1500,11.0,5.0,8.0,6.0,6.0,4.0,6.0,3.0,1,62.0,Medium
Employee 1501,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 1502,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,42.0,Medium
Employee 1503,7.0,1.0,2.0,9.0,1.0,1.0,2.0,8.0,0,13.0,Low
Employee 1504,9.0,2.0,6.0,7.0,4.0,3.0,4.0,4.0,0,45.0,Medium
Employee 1505,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,25.0,Low
Employee 1506,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,0,47.0,Medium
Employee 1507,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 1508,10.0,5.0,7.0,6.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 1509,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,0,47.0,Medium
Employee 1510,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 1511,8.0,2.0,5.0,7.0,4.0,2.0,2.0,5.0,0,40.0,Medium
Employee 1512,11.0,5.0,7.0,7.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 1513,11.0,5.0,8.0,6.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 1514,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 1515,13.0,6.0,10.0,5.0,10.0,4.0,8.0,1.0,1,100.0,High
Employee 1516,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 1517,11.0,6.0,8.0,6.0,7.0,4.0,6.0,2.0,1,66.0,High
Employee 1518,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,45.0,Medium
Employee 1519,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,26.0,Low
Employee 1520,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,24.0,Low
Employee 1521,9.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 1522,10.0,3.0,5.0,8.0,3.0,2.0,5.0,6.0,0,30.0,Low
Employee 1523,11.0,3.0,9.0,6.0,8.0,4.0,6.0,2.0,1,75.0,High
Employee 1524,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,19.0,Low
Employee 1525,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,37.0,Medium
Employee 1526,12.0,5.0,10.0,5.0,9.0,4.0,8.0,1.0,1,90.0,High
Employee 1527,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,37.0,Medium
Employee 1528,8.0,2.0,5.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 1529,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,40.0,Medium
Employee 1530,11.0,5.0,6.0,7.0,4.0,3.0,6.0,4.0,0,45.0,Medium
Employee 1531,10.0,5.0,6.0,7.0,4.0,3.0,4.0,5.0,0,44.0,Medium
Employee 1532,7.0,2.0,2.0,9.0,1.0,1.0,1.0,8.0,0,7.0,Low
Employee 1533,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,79.0,High
Employee 1534,10.0,3.0,5.0,7.0,4.0,3.0,5.0,5.0,0,40.0,Medium
Employee 1535,12.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,1,66.0,High
Employee 1536,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,8.0,Low
Employee 1537,11.0,5.0,8.0,6.0,7.0,4.0,6.0,3.0,1,66.0,High
Employee 1538,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 1539,11.0,3.0,6.0,7.0,5.0,3.0,6.0,5.0,1,51.0,Medium
Employee 1540,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 1541,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,80.0,High
Employee 1542,14.0,7.0,8.0,6.0,9.0,4.0,9.0,1.0,1,91.0,High
Employee 1543,9.0,2.0,6.0,7.0,5.0,2.0,4.0,4.0,1,51.0,Medium
Employee 1544,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 1545,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 1546,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,27.0,Low
Employee 1547,10.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 1548,11.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,1,60.0,Medium
Employee 1549,10.0,3.0,7.0,6.0,6.0,3.0,5.0,3.0,1,63.0,Medium
Employee 1550,7.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,0,8.0,Low
Employee 1551,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,18.0,Low
Employee 1552,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 1553,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,23.0,Low
Employee 1554,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,38.0,Medium
Employee 1555,14.0,6.0,8.0,6.0,7.0,4.0,9.0,2.0,1,73.0,High
Employee 1556,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 1557,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 1558,10.0,5.0,4.0,8.0,3.0,2.0,5.0,7.0,0,26.0,Low
Employee 1559,8.0,2.0,5.0,7.0,4.0,2.0,2.0,6.0,0,35.0,Medium
Employee 1560,10.0,3.0,7.0,7.0,6.0,3.0,5.0,4.0,1,60.0,Medium
Employee 1561,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 1562,9.0,2.0,6.0,7.0,5.0,3.0,4.0,5.0,0,46.0,Medium
Employee 1563,10.0,5.0,7.0,7.0,4.0,3.0,4.0,4.0,0,43.0,Medium
Employee 1564,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,23.0,Low
Employee 1565,10.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,0,32.0,Low
Employee 1566,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 1567,11.0,5.0,5.0,7.0,4.0,3.0,6.0,5.0,0,45.0,Medium
Employee 1568,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 1569,8.0,2.0,4.0,8.0,3.0,2.0,2.0,7.0,0,28.0,Low
Employee 1570,10.0,5.0,5.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 1571,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 1572,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 1573,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,61.0,Medium
Employee 1574,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 1575,11.0,3.0,8.0,6.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 1576,9.0,2.0,6.0,7.0,5.0,3.0,4.0,4.0,1,51.0,Medium
Employee 1577,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,76.0,High
Employee 1578,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,29.0,Low
Employee 1579,9.0,3.0,3.0,8.0,1.0,2.0,3.0,8.0,0,14.0,Low
Employee 1580,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,21.0,Low
Employee 1581,8.0,2.0,6.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 1582,8.0,2.0,3.0,8.0,3.0,1.0,2.0,7.0,0,26.0,Low
Employee 1583,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,30.0,Low
Employee 1584,11.0,6.0,8.0,6.0,7.0,4.0,6.0,2.0,1,68.0,High
Employee 1585,8.0,2.0,5.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 1586,13.0,6.0,9.0,5.0,8.0,4.0,8.0,1.0,1,84.0,High
Employee 1587,12.0,5.0,7.0,6.0,7.0,4.0,8.0,3.0,1,72.0,High
Employee 1588,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 1589,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,1,50.0,Medium
Employee 1590,11.0,3.0,8.0,6.0,6.0,4.0,6.0,3.0,1,61.0,Medium
Employee 1591,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,39.0,Medium
Employee 1592,10.0,5.0,5.0,7.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 1593,13.0,6.0,7.0,7.0,7.0,4.0,8.0,3.0,1,66.0,High
Employee 1594,9.0,2.0,6.0,7.0,5.0,2.0,4.0,5.0,1,51.0,Medium
Employee 1595,8.0,2.0,3.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 1596,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,21.0,Low
Employee 1597,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 1598,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,20.0,Low
Employee 1599,7.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,0,10.0,Low
Employee 1600,14.0,7.0,8.0,6.0,9.0,5.0,10.0,1.0,1,90.0,High
Employee 1601,10.0,3.0,7.0,7.0,6.0,3.0,5.0,4.0,1,59.0,Medium
Employee 1602,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,74.0,High
Employee 1603,12.0,5.0,7.0,6.0,6.0,4.0,7.0,4.0,1,55.0,Medium
Employee 1604,8.0,2.0,3.0,8.0,2.0,2.0,3.0,7.0,0,19.0,Low
Employee 1605,12.0,5.0,9.0,6.0,9.0,4.0,8.0,1.0,1,86.0,High
Employee 1606,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,62.0,Medium
Employee 1607,10.0,5.0,7.0,7.0,5.0,3.0,5.0,4.0,0,49.0,Medium
Employee 1608,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,35.0,Medium
Employee 1609,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,67.0,High
Employee 1610,10.0,5.0,5.0,7.0,5.0,2.0,4.0,5.0,1,50.0,Medium
Employee 1611,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,25.0,Low
Employee 1612,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 1613,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 1614,8.0,2.0,7.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 1615,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,40.0,Medium
Employee 1616,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,61.0,Medium
Employee 1617,14.0,7.0,8.0,6.0,7.0,4.0,9.0,2.0,1,74.0,High
Employee 1618,10.0,3.0,4.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 1619,11.0,5.0,9.0,6.0,8.0,4.0,6.0,2.0,1,79.0,High
Employee 1620,13.0,7.0,9.0,5.0,8.0,4.0,8.0,1.0,1,81.0,High
Employee 1621,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,23.0,Low
Employee 1622,7.0,2.0,3.0,9.0,1.0,1.0,1.0,8.0,0,10.0,Low
Employee 1623,8.0,2.0,3.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 1624,10.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,0,37.0,Medium
Employee 1625,11.0,3.0,7.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 1626,11.0,5.0,5.0,7.0,5.0,3.0,6.0,5.0,1,50.0,Medium
Employee 1627,8.0,2.0,2.0,9.0,1.0,1.0,2.0,8.0,0,14.0,Low
Employee 1628,8.0,2.0,5.0,8.0,2.0,2.0,3.0,6.0,0,25.0,Low
Employee 1629,8.0,2.0,3.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 1630,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,34.0,Medium
Employee 1631,7.0,1.0,2.0,9.0,0.0,1.0,1.0,9.0,0,4.0,Low
Employee 1632,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,28.0,Low
Employee 1633,9.0,3.0,6.0,7.0,3.0,2.0,3.0,5.0,0,34.0,Medium
Employee 1634,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,27.0,Low
Employee 1635,9.0,3.0,7.0,7.0,4.0,3.0,4.0,5.0,0,43.0,Medium
Employee 1636,14.0,6.0,9.0,5.0,9.0,5.0,9.0,1.0,1,93.0,High
Employee 1637,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,44.0,Medium
Employee 1638,10.0,5.0,4.0,8.0,3.0,2.0,5.0,7.0,0,31.0,Low
Employee 1639,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 1640,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 1641,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,1,50.0,Medium
Employee 1642,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 1643,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,48.0,Medium
Employee 1644,11.0,5.0,4.0,8.0,3.0,3.0,6.0,6.0,0,32.0,Low
Employee 1645,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 1646,10.0,3.0,7.0,6.0,7.0,3.0,5.0,3.0,1,69.0,High
Employee 1647,9.0,3.0,3.0,9.0,2.0,1.0,3.0,8.0,0,19.0,Low
Employee 1648,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,0,48.0,Medium
Employee 1649,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,65.0,Medium
Employee 1650,11.0,5.0,5.0,8.0,3.0,3.0,6.0,6.0,0,34.0,Medium
Employee 1651,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 1652,10.0,5.0,6.0,7.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 1653,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,43.0,Medium
Employee 1654,10.0,3.0,7.0,7.0,4.0,3.0,5.0,4.0,0,45.0,Medium
Employee 1655,8.0,3.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 1656,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,0,46.0,Medium
Employee 1657,13.0,6.0,8.0,6.0,8.0,4.0,8.0,2.0,1,77.0,High
Employee 1658,7.0,1.0,4.0,8.0,3.0,1.0,2.0,7.0,0,30.0,Low
Employee 1659,14.0,6.0,7.0,6.0,7.0,4.0,9.0,3.0,1,73.0,High
Employee 1660,12.0,5.0,7.0,6.0,6.0,4.0,7.0,3.0,1,63.0,Medium
Employee 1661,13.0,6.0,9.0,5.0,9.0,4.0,8.0,1.0,1,87.0,High
Employee 1662,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,28.0,Low
Employee 1663,7.0,1.0,4.0,8.0,3.0,2.0,2.0,7.0,0,27.0,Low
Employee 1664,14.0,7.0,8.0,6.0,7.0,4.0,10.0,2.0,1,73.0,High
Employee 1665,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 1666,12.0,5.0,10.0,5.0,8.0,4.0,7.0,1.0,1,84.0,High
Employee 1667,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,61.0,Medium
Employee 1668,10.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,0,39.0,Medium
Employee 1669,13.0,6.0,8.0,6.0,8.0,4.0,8.0,2.0,1,81.0,High
Employee 1670,11.0,5.0,10.0,5.0,8.0,4.0,6.0,1.0,1,85.0,High
Employee 1671,10.0,3.0,7.0,6.0,6.0,3.0,5.0,3.0,1,63.0,Medium
Employee 1672,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,30.0,Low
Employee 1673,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,1,50.0,Medium
Employee 1674,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,37.0,Medium
Employee 1675,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,59.0,Medium
Employee 1676,9.0,3.0,6.0,7.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 1677,11.0,3.0,8.0,6.0,6.0,4.0,6.0,3.0,1,63.0,Medium
Employee 1678,13.0,6.0,8.0,6.0,6.0,4.0,8.0,3.0,1,63.0,Medium
Employee 1679,9.0,3.0,4.0,8.0,1.0,2.0,3.0,8.0,0,14.0,Low
Employee 1680,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 1681,7.0,1.0,5.0,8.0,3.0,2.0,1.0,6.0,0,29.0,Low
Employee 1682,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,21.0,Low
Employee 1683,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 1684,11.0,6.0,7.0,6.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 1685,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,49.0,Medium
Employee 1686,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 1687,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,77.0,High
Employee 1688,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 1689,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,58.0,Medium
Employee 1690,10.0,5.0,5.0,7.0,3.0,3.0,5.0,6.0,0,33.0,Medium
Employee 1691,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,0,48.0,Medium
Employee 1692,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,27.0,Low
Employee 1693,11.0,6.0,6.0,7.0,5.0,3.0,6.0,5.0,1,50.0,Medium
Employee 1694,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,61.0,Medium
Employee 1695,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 1696,10.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,0,32.0,Low
Employee 1697,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 1698,11.0,3.0,7.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 1699,8.0,2.0,5.0,7.0,5.0,2.0,3.0,5.0,1,50.0,Medium
Employee 1700,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 1701,7.0,1.0,4.0,8.0,3.0,1.0,1.0,6.0,0,29.0,Low
Employee 1702,9.0,3.0,7.0,6.0,6.0,3.0,4.0,4.0,1,55.0,Medium
Employee 1703,8.0,3.0,4.0,8.0,2.0,1.0,2.0,7.0,0,22.0,Low
Employee 1704,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 1705,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 1706,12.0,5.0,6.0,7.0,5.0,3.0,7.0,4.0,1,52.0,Medium
Employee 1707,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,60.0,Medium
Employee 1708,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 1709,8.0,2.0,3.0,8.0,1.0,2.0,3.0,8.0,0,12.0,Low
Employee 1710,9.0,3.0,7.0,6.0,5.0,2.0,3.0,4.0,0,47.0,Medium
Employee 1711,13.0,6.0,8.0,6.0,8.0,4.0,8.0,2.0,1,76.0,High
Employee 1712,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 1713,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,47.0,Medium
Employee 1714,10.0,5.0,5.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 1715,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 1716,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,56.0,Medium
